Komentar,Penulis,Likes,Published_at,balasan,label_judol,label_sentiment
"['indonesia', 'and', 'poland', 'being', 'best', 'countires', 'that', 'speed', 'went', 'to', 'and', 'having', 'upside', 'down', 'flags', 'in', 'not', 'a', 'coincidence']",@abafra420,0,2024-09-18T17:05:47Z,,0,2
"['m', 'live', 'viewers', 'm', 'views', 'm', 'likes', 'k', 'subs', 'in', 'hours', 'bro', 'speed', 'making', 'history', 'here', 'doing', 'it', 'without', 'any', 'celebrity', 'or', 'event', 'just', 'speed', 'himself', 'is', 'crazyy', 'speed', 'literally', 'the', 'goat', 'of', 'streaming', 'im', 'so', 'proud', 'of', 'you', 'speed']",@poTATOsUNNY23,130,2024-09-20T04:10:01Z,"not the goat of streaming mr beast thatboysolo tf mr beast aint no streamer, do you even know the difference between streamer and youtuber thatboysolobro dont know a f bt mrbeast l indonesia l speed, that  million live viewers was not only indonesian its people from every country he toured in, indonesia as the final destination took all the credits l speed l npcs l sheep minded people who worships dog barking streamer l indo",0,0
['live'],@PINTARVIDIO,0,2024-09-19T05:38:08Z,,0,2
"['gokil', 'keindo']",@RahmattDayatt,0,2024-09-18T13:40:24Z,,0,2
"['indonesia', 'inggris']",@HoreamLuuur,1,2024-09-30T03:26:05Z,,0,2
"['omg', 'on', 'trending', 'on', 'youtube']",@islahalhakim4282,0,2024-09-19T08:29:10Z,trending  on youtube,0,2
['w'],@fajaryanuarf,0,2024-09-18T22:04:05Z,,0,2
"['i', 'love', 'speed', 'i', 'love', 'you', 'to', 'indonesia']",@adamjordiyansyah8239,1,2024-09-18T18:19:48Z,,0,2
"['bro', 'come', 'to', 'ma', 'sometime']",@FaizAryandra,0,2024-09-19T07:53:27Z,,0,2
['lmaooo'],@AzpexonYT,0,2024-09-21T03:53:38Z,,0,2
"['speed', 'come', 'to', 'bandung', 'pls']",@ZanX14y,2,2024-09-19T15:15:40Z,,0,2
"['this', 'is', 'the', 'name', 'of', 'the', 'haunted', 'house']",@Hiii_16810,0,2024-10-05T06:15:39Z,,0,2
['p'],@cobrotnya,0,2024-09-18T14:49:54Z,,0,2
['early'],@RepublicOfBatsuevo,0,2024-09-18T13:20:23Z,,0,2
"['go', 'to', 'bal', 'its', 'a', 'beautiful', 'place']",@Rizki-r5y5w,0,2024-09-18T13:55:53Z,,0,2
"['heboh', 'banget', 'yaa']",@miftahazizrps,0,2024-09-18T16:37:17Z,,0,2
"['you', 'are', 'live', 'in', 'indonesia', 'and', 'now', 'your', 'subscribers', 'have', 'reached', 'million']",@tatacell2876,0,2024-09-20T02:12:35Z,,0,2
"['chat', 'kept', 'telling', 'speed', 'to', 'come', 'to', 'indonesiawelp']",@darkgenix,0,2024-09-19T08:50:01Z,,0,2
"['malaysian', 'craftsmen', 'claim', 'hundreds', 'of', 'years', 'of', 'indonesian', 'work', 'for', 'example', 'batik', 'nasi', 'goreng', 'and', 'cendol', 'are', 'their', 'work', 'hhhhhh']",@Joyaslam7788,0,2024-11-09T03:24:19Z,,0,2
"['gw', 'ga', 'fans', 'arap', 'gw', 'respek', 'bgt', 'arap', 'cokkk', 'ga', 'berkatakata', 'gw', 'bilang', 'respeeekkk']",@Whoseurdaddy0009,2,2024-10-01T14:39:55Z,,0,2
"['speed', 'ronaldo', 'he', 'wantmet', 'you', 'im', 'not', 'kidding']",@istiyantiperamasari4857,0,2024-10-21T10:22:27Z,,0,2
"['indonesia', 'lads', 'club', 'in', 'here']",@serahlu9995,1,2024-09-18T13:21:41Z,,0,2
"['awokwok', 'diprank', 'meeh']",@bladearmor8971,0,2024-09-21T14:03:43Z,,0,2
['zamn'],@VegitoSimp,0,2024-09-18T17:33:38Z,,0,2
"['w', 'indonesia']",@danielrfattahtoreh,1,2024-09-18T13:19:51Z,,0,2
"['w', 'speed']",@wahyurexsa1200,0,2024-09-18T13:20:28Z,,0,2
"['bros', 'just', 'found', 'social', 'media', 'hidden', 'treasures']",@mahkotamusic3375,1,2024-09-18T19:26:43Z,,0,2
"['sszziuuuuuu', 'ishowspedd']",@erdinseptianto5734,0,2024-09-18T17:41:12Z,,0,2
"['speed', 'try', 'going', 'to', 'east', 'java', 'its', 'really', 'good', 'youll', 'regret', 'it', 'if', 'you', 'dont', 'go', 'to', 'east', 'java', 'indonesia']",@InfinixFinix,0,2024-09-19T13:13:10Z,,0,2
"['congrats', 'on', 'million', 'like']",@Farsting,1,2024-09-19T11:32:31Z,,0,2
"['thank', 'you', 'your', 'touring', 'is', 'indonesia']",@muhamadhaikal1190,0,2024-09-18T13:41:53Z,,0,2
"['congrats', 'bro']",@Yoo16849,0,2024-09-18T13:27:45Z,,0,2
['haha'],@Vanicool-e3v,0,2024-09-20T05:09:54Z,,0,2
"['speed', 'go', 'to', 'bal']",@dimazfahrudin4776,1,2024-09-18T13:20:40Z,,0,2
['lol'],@SanXD.,0,2024-09-18T13:22:22Z,,0,2
"['next', 'i', 'want', 'kai', 'cenat']",@ranggafebrio3144,0,2024-09-18T16:38:44Z,,0,2
['wkwkwkwkwk'],@akhyaan4245,0,2024-09-20T03:32:59Z,,0,2
"['i', 'wan', 'na', 'meet', 'ishowspeed', 'so', 'badly', 'pls', 'come', 'to', 'jakarta', 'again']",@MrUnusual69,0,2024-09-19T08:35:22Z,unfortunately he is already in bali,0,1
"['moga', 'sehat', 'semangat']",@MeiidaKhomsahro,0,2024-09-19T12:01:14Z,,0,2
"['ga', 'tau', 'kuat', 'kaum', 'rebah', 'indonesia']",@alexSeptyaditya-cl7zi,0,2024-09-21T13:49:42Z,netijjen  mah pada bar bar,0,0
"['el', 'cepat']",@FebriAnjas-o3g,0,2024-09-19T02:34:29Z,,0,2
"['video', 'populer', 'speed', 'wkwkwk']",@ZainnXD,1,2024-09-19T18:09:42Z,,0,2
"['indonesia', 'currently', 'is', 'a', 'world', 'capital', 'of', 'the', 'internet', 'they', 'market', 'is', 'huge']",@lastking5624,0,2024-09-18T19:29:08Z,,0,2
['wtf'],@FriendsFrvr,1,2024-09-18T16:35:05Z,,0,2
['bismillah'],@kenzomboyschanel3659,0,2024-09-20T16:25:10Z,,0,2
"['i', 'like', 'that']",@Namikaze-bw5pv,0,2024-09-20T13:59:36Z,,0,2
"['power', 'of', 'indonesia', 'santaiiiiiii']",@yoghatriguswara3841,1,2024-09-18T15:54:32Z,,0,2
"['this', 'thing', 'was', 'wild']",@JodaroKujo,0,2024-09-18T13:19:48Z,,0,2
"['malu', 'malu']",@YonoSutris-vy4he,1,2024-09-18T15:07:54Z,,0,2
"['u', 'look', 'good', 'in', 'the', 'batik', 'speed']",@emmanuelpermigones3086,0,2024-09-21T04:18:17Z,,0,2
"['like', 'namyyyy']",@kiruiampo3964,0,2024-09-18T15:41:33Z,,0,2
"['lupa', 'main', 'dewi', 'situs', 'percaya']",@ElizabethDoloresee,0,2024-09-18T14:06:09Z,,0,2
"['santai', 'santai']",@nurkarimun.official,1,2024-09-18T14:43:30Z,,0,2
"['depo', 'bonus', 'sikat']",@NguyễnNhưNương,0,2024-09-18T14:22:30Z,,0,2
"['youtube', 'was', 'a', 'giant', 'company', 'with', 'great', 'infrastructure', 'imagine', 'if', 'speed', 'chose', 'to', 'livestream', 'on', 'twitch', 'instead', 'youtube']",@Kindergard,0,2024-09-18T13:31:10Z,,0,2
"['orng', 'indo', 'siaapa', 'tu']",@salbramudaofficialchannel8220,0,2024-09-22T07:12:39Z,,0,2
"['welcome', 'speed']",@Padly90,0,2024-09-19T06:30:09Z,,0,2
['jawaaa'],@amiershanzue7615,0,2024-09-18T15:39:40Z,,0,2
['p'],@farasboy3384,0,2024-09-22T05:28:07Z,,0,2
"['i', 'hope', 'you', 'have', 'parts', 'of', 'indonesian', 'provinces']",@sammykanaka,0,2024-09-23T11:42:45Z,,0,2
"['this', 'might', 'be', 'the', 'insane', 'live', 'stream', 'ever']",@EnchantedV4000,0,2024-09-18T22:16:34Z,same,0,1
"['its', 'all', 'a', 'hoax', 'theyre', 'afraid', 'that', 'if', 'you', 'arrive', 'in', 'papua', 'the', 'people', 'will', 'convey', 'their', 'aspirations', 'to', 'you', 'and', 'the', 'world', 'will', 'know', 'its', 'all', 'been', 'planned', 'so', 'that', 'your', 'flight', 'to', 'papua', 'is', 'cancelled', 'what', 'a', 'funny', 'country']",@ayubkambuaya3665,0,2024-09-22T15:00:16Z,"nyenyenye emng tiket pesawat ke papua itu ga banyak kocak ga bisa dadakan juga

lu klo mau komen cari tau dlu jangan so tau aspirasi apa bang justru kemarin banyak yang mendukung ke papua sebelum dia ke sana jelas survei dulu",0,0
"['please', 'come', 'to', 'denpasar', 'in', 'indonesia']",@abiwaraworld,0,2024-09-20T05:29:43Z,,0,2
"['komen', 'napa', 'judol', 'cu']",@anandapanca4547,0,2024-09-18T13:20:24Z,,0,2
"['pegang', 'prempuan', 'muslim', 'stedy', 'ja', 'noh']",@mohdhaziq6804,1,2024-09-19T05:09:40Z,,0,2
"['golek', 'opo', 'peed']",@AkuUlar-b6k,0,2024-09-18T13:26:50Z,,0,2
"['heres', 'nami', 'thanks', 'me', 'later']",@aderahmat9300,0,2024-09-19T06:10:10Z,,0,2
"['welcome', 'to', 'indonesia', 'you', 'want', 'to', 'go', 'to', 'my', 'city', 'tuban']",@SinyoArhan,0,2024-09-20T00:38:49Z,,0,2
"['lets', 'wait', 'mrbeast', 'to', 'come']",@NightLonee,0,2024-09-20T17:27:14Z,,0,2
"['raza', 'arap', 'ngumpet', 'ngumpet', 'camera']",@arirustasaputra2538,0,2024-09-27T00:54:18Z,,0,2
"['el', 'speed']",@langvoldigoad.5397,0,2024-09-19T01:02:02Z,,0,2
['ioo'],@MuhammadIlham-de6ip,1,2024-09-19T15:26:03Z,,0,2
"['greeting', 'from', 'kiev', 'ukraine']",@mantannapimantannapi,0,2024-09-19T16:34:55Z,,0,2
"['you', 'so', 'black']",@AranakkiXd,1,2024-09-18T13:24:34Z,,0,2
"['worlds', 'no', 'streamer', 'ishowspeed']",@YoR_LIFTs,0,2024-09-18T15:52:44Z,,0,2
"['nice', 'bro']",@fanzyyt5241,1,2024-09-18T13:21:15Z,,0,2
"['bodyguard', 'kerja', 'x', 'lipat']",@cintaneysa,247,2024-09-23T23:41:21Z,wat de hell broos lu cuma berdua ngomong sama sped maryonomaryonoiya gila antusias fans ishowspeed ini kaya tidak terkendali semoga dia gak mandang semua orang indonesia se gila itu ya,0,0
['p'],@elilukitasari7024,1,2024-09-19T06:41:54Z,,0,2
"['indonesia', 'negara', 'medsos', 'an', 'kalo', 'view', 'datang', 'indonesia', 'heee']",@NazrielHackimMusic,6,2024-09-18T22:31:25Z,,0,2
"['w', 'stream', 'w', 'speed', 'w', 'team', 'w', 'indonasia', 'w', 'chat']",@mahaazeem6762,0,2024-09-18T14:16:04Z,,0,2
['lmao'],@twis.2561,0,2024-09-18T13:21:52Z,,0,2
"['tinggal', 'nunggu', 'mr', 'beast', 'indonesia']",@Motivasihidup21-b2k,0,2024-09-18T21:45:01Z,,0,2
"['gg', 'double', 'w', 'for', 'indonesia']",@MDafa06,1,2024-09-18T13:23:17Z,,0,2
['mantap'],@RamadhanRmd,0,2024-09-18T16:09:47Z,,0,2
"['damnnnnnnn', 'siuuuuuuuu']",@ahmedkhalifa6745,0,2024-09-18T15:21:46Z,,0,2
"['yaampun', 'kaya', 'zombie', 'dah', 'aneh', 'bgt']",@resiyanafauziah2167,1,2024-09-19T13:24:50Z,coba cek pas dia lgi live dinorway kaya gimana coba cek pas dia live dinorway kaya gimana vietnam sama filipina paling greget,0,0
"['helo', 'ishow', 'seped', 'suuu']",@xone9405,0,2024-09-19T13:19:38Z,,0,2
"['menyalaaa', 'bree', 'situs']",@FadilKulon,0,2024-09-24T09:05:46Z,,0,2
"['k', 'jt', 'likes', 'woi']",@GerbangLevian,0,2024-09-19T07:51:13Z,ya,0,2
"['bang', 'medy', 'ngeprank', 'speed']",@zakisenki2007,0,2024-09-18T14:50:03Z,,0,2
"['tolol', 'smua', 'jir']",@HersaNGAWI,0,2024-09-20T04:25:16Z,,0,2
"['haahhhhh', 'malumaluin', 'aja', 'dahhh', 'niii', 'orang']",@IsaacOmr,0,2024-09-18T17:59:20Z,,0,2
"['indonesia', 'k', 'and', 'other', 'southeast', 'asia', 'k', 'around', 'the', 'world', 'k', 'thats', 'why', 'm']",@TravisScott-qd8vq,0,2024-09-18T16:57:17Z,"gak usah nyebar hoax, most unemployed in the world itu india pakistan dan beberapa negara africa research before you comment i think you need to research again, because so many indonesian already subscribe speed i think already more than  million subscribers and with new more than k subscribers watching his live streaming, for other countries maybe just k views its the highest number of views silviinsaniazxc wheres the proof so fckn many country in the world watching speed not only indonesia travisscottqdvq where the proof  can you count it i told you many country watched also, but you need to know that so many indonesian already subscribed dude you need to recalculate again if you say indonesia k subscribers, and the rest ofcourse there is so many indonesian that already subscribed speed is watched so its more than  indonesian at his live",0,0
"['nami', 'get', 'in', 'neuron', 'active']",@Rizky_Azusa,0,2024-09-19T12:10:41Z,,0,2
"['rekor', 'netizen', 'indonesia']",@KomangRama-p6k,1,2024-09-18T18:07:08Z,,0,2
"['minggir', 'kau', 'miskin']",@Art_ID99,0,2024-09-24T11:00:14Z,,0,2
['nami'],@Axel-gx1th,0,2024-09-22T06:28:23Z,,0,2
['trending'],@zakadesign1397,0,2024-09-19T07:21:35Z,,0,2
"['besok', 'mana', 'nih', 'orang']",@anonim.67,0,2024-09-18T13:23:34Z,,0,2
"['bro', 'fr', 'became', 'michael', 'jackson']",@steliosbreaker6451,1,2024-09-19T21:23:54Z,,0,2
"['speed', 'emang', 'murah', 'hati', 'tdk', 'sombong', 'smga', 'sehat', 'umur', 'aamiin', 'trima', 'kasih', 'udh', 'k', 'negara', 'indonesia']",@IdenHerman,13,2024-09-22T08:29:01Z,,0,2
"['you', 'did', 'bro', 'you', 'did', 'worls', 'no', 'live', 'streamer', 'bro', 'm', 'views', 'you', 'make', 'world', 'record', 'bro', 'indonesien', 'is', 'w', 'country', 'love', 'from', 'nepal']",@YTshort1983,1,2024-09-18T13:59:46Z,,0,2
['bismillah'],@Ririwa311,1,2024-09-19T00:00:26Z,,0,2
"['gelooo', 'top', 'global', 'stream', 'snipe']",@MamankJepret,235,2024-09-18T16:01:05Z,fr w fans bro batik still used until the end bro used the opportunity  tuan kecepatan w he wear that on his latest stream taunya cuma kpop ama seblak wkwk pasti di ss ni stream terus dibikin stori sm doi rumah dia di belakang mobil speed berhenti jir rakyat indonesia di anggap zombi bagi merekabanggsaaaddh  bangsadddh mulyono negrimu di hina mulyono gg cok haha gelo top global speeeeddd kang hbd the real speed,0,0
"['broo', 'dont', 'forget', 'to', 'go', 'to', 'bandung', 'or', 'bal']",@firelasmie,0,2024-09-18T13:39:20Z,,0,2
"['continue', 'traveling', 'around', 'indonesia']",@arrandom7,0,2024-09-18T14:16:15Z,,0,2
"['bro', 'masak']",@william3036,0,2024-09-18T15:00:06Z,,0,2
"['lets', 'go', 'to', 'million', 'view']",@alemalem6728,0,2024-09-19T01:08:44Z,,0,2
"['speed', 'dont', 'you', 'want', 'to', 'go', 'to', 'the', 'ikn', 'in', 'kalimantan', 'those', 'who', 'agree', 'please', 'put', 'my', 'comment', 'at', 'the', 'top', 'okay']",@FajarNegro-e1x,1,2024-09-18T14:40:20Z,,0,2
['x'],@rizki3029,0,2024-11-08T12:31:22Z,,0,2
"['alpin', 'neng', 'sped']",@muhammadfahry7233,0,2024-09-23T04:50:05Z,,0,2
"['depo', 'bonus', 'sikat']",@thanhthanhPYT,0,2024-09-18T14:13:43Z,,0,2
['haha'],@davidalbirr,1,2024-09-19T05:24:22Z,,0,2
"['reza', 'arap', 'ngapain', 'si', 'bwa', 'cwe', 'ga', 'gitu', 'boring', 'weird', 'kacauuu']",@daunsembunyi1207,0,2024-09-18T13:20:15Z,,0,2
['comdon'],@FAJARWIBU-SAD1,0,2024-09-20T11:58:37Z,,0,2
['broooooooooo'],@AnakSuherman,0,2024-09-18T15:21:44Z,,0,2
"['you', 'did', 'bro', 'you', 'did', 'worls', 'no', 'live', 'streamer', 'bro', 'm', 'views', 'you', 'make', 'world', 'record', 'bro', 'indonesien', 'is', 'w', 'country', 'love', 'from', 'nepal']",@YTshort1983,0,2024-09-18T14:00:21Z,,0,2
['w'],@Kevvgenzhie,1,2024-09-18T15:32:36Z,,0,2
"['irl', 'stream', 'in', 'indonesia', 'ishowspeed', 'httpswwwyoutubecomwatchvsimdgjy', 'irl', 'stream', 'in', 'indonesia', 'ishowspeed', 'httpswwwyoutubecomwatchvsimdgjy', 'irl', 'stream', 'in', 'indonesia', 'ishowspeed', 'httpswwwyoutubecomwatchvsimdgjy']",@MuhammadIlham-de6ip,0,2024-09-19T15:28:14Z,,0,2
"['omg', 'speed', 'i', 'want', 'to', 'see', 'you']",@razanhd7911,0,2024-09-18T14:25:17Z,,0,2
"['mbak', 'yg', 'rumah', 'hantu', 'tau', 'gak', 'sii', 'klo', 'si', 'speed']",@lovidewiliyanti1057,2,2024-09-29T04:25:57Z,,0,2
"['ey', 'yo', 'speed', 'thank', 'you', 'have', 'visited', 'indonesia', 'we', 'always', 'love', 'you', 'man']",@Alvsomnus,0,2024-09-18T13:30:55Z,,0,2
"['nyala', 'indonesia']",@Jerrisihombing,0,2024-09-18T13:54:23Z,,0,2
"['you', 'should', 'get', 'to', 'know', 'more', 'about', 'indonesia', 'bro']",@AriefmuhammadBahrudinyusuf,0,2024-09-18T13:40:42Z,,0,2
"['indonesia', 'seems', 'to', 'be', 'friendlier', 'and', 'not', 'a', 'zombie', 'apocalypse', 'than', 'other', 'countries']",@Zaphkiel01-s1i,0,2024-09-18T16:24:15Z,,0,2
"['rusuh', 'jir']",@NoMox-wn5zp,0,2024-09-24T16:44:46Z,,0,2
"['mamang', 'cepat']",@sa7channel197,0,2024-09-18T14:37:57Z,,0,2
"['lupa', 'main', 'dewi', 'situs', 'percaya']",@FrancisBrianab,0,2024-09-18T14:34:08Z,,0,2
"['reza', 'arab', 'terjamahin', 'lol']",@juniarmandayatelaumbanua2585,5,2024-09-18T18:59:17Z,indihomexc,0,2
"['best', 'indonesia']",@pinkbubble0,0,2024-09-21T16:39:56Z,,0,2
"['indonesia', 'goated', 'country', 'fr']",@utinktzy,2,2024-09-18T13:23:18Z,,0,2
"['speed', 'hadir', 'mmebawa', 'keseruandan', 'tutup', 'indah', 'kameaam']",@bertiga4357,0,2024-09-18T13:37:14Z,terbaikkk emng kameaam,0,1
"['anak', 'cristiano', 'ronaldo', 'aceh', 'indonesia']",@AnanzArdina,0,2024-09-19T13:44:29Z,,0,2
"['ingus', 'hahhaha', 'thats', 'moment', 'lol']",@kikiyoujizz,2,2024-10-02T11:59:59Z,,0,2
"['this', 'is', 'indonesia']",@Adzikrialfarisi,2,2024-09-19T04:03:57Z,,0,2
"['thank', 'you', 'ma', 'nigga']",@xiuxiu.i,0,2024-09-18T13:20:31Z,,0,2
"['speed', 'in', 'indonesia']",@keduwaweh,0,2024-09-18T13:20:57Z,,0,2
"['netizens', 'malay', 'sepi', 'yah']",@priatamvan2438,0,2024-09-21T07:42:17Z,,0,2
"['ronaldos', 'family', 'jewels']",@aceop5590,20,2024-09-18T13:26:44Z,,0,2
"['even', 'tho', 'im', 'malaysian', 'and', 'some', 'malaysian', 'hate', 'indonesian', 'but', 'indonesia', 'is', 'actually', 'crazy', 'became', 'speeds', 'most', 'famous', 'stream', 'broke', 'youtube', 'chat', 'and', 'm', 'live', 'viewers']",@Waduh116,0,2024-09-20T05:32:00Z,,0,2
"['medy', 'renaldi', 'moment']",@EVERTON_HCR2,14,2024-09-18T15:20:46Z,,0,2
['awokawok'],@alfitorahman8039,1,2024-09-19T10:41:02Z,,0,2
"['most', 'subbed', 'stream', 'forever', 'most', 'viewed', 'stream', 'forever', 'most', 'liked', 'stream', 'forever', 'zombie', 'apocalypse', 'stream', 'forever', 'first', 'time', 'broken', 'all', 'records', 'stream', 'is', 'also', 'broken']",@Nihal_shortz,3,2024-09-18T13:47:37Z,,0,2
"['moga', 'nyaman', 'ya', 'indonesia', 'broth']",@syarwanedy3599,1,2024-09-19T18:59:04Z,,0,2
"['speed', 'jumping', 'waiting', 'for', 'her', 'to', 'jump', 'so', 'it', 'jiggles']",@MekdlaDerege-vu9fh,0,2024-09-26T04:53:00Z,,0,2
"['m', 'views', 'in', 'just', 'stream', 'indonesia', 'is', 'crazy', 'bro']",@azkingblack,1,2024-09-18T13:23:52Z,,0,2
"['lupa', 'main', 'dewi', 'situs', 'percaya']",@JenniferMariar,0,2024-09-18T14:36:16Z,,0,2
"['indonesia', 'is', 'crazy']",@Layxy117,0,2024-09-18T15:20:12Z,,0,2
"['konoha', 'brooomntap']",@mangpnzy,1,2024-09-19T00:00:29Z,,0,2
"['ingus', 'lu']",@notessaid,0,2024-09-19T09:10:30Z,,0,2
"['the', 'power', 'of', 'indonesia']",@proastinghandal5270,1,2024-09-18T14:02:46Z,,0,2
"['negara', 'belah', 'sirik', 'spedd', 'nya', 'views', 'nya']",@DikriRahman25,0,2024-09-18T18:21:14Z,,0,2
"['bring', 'back', 'nami']",@yongkiagustino3949,0,2024-09-18T15:24:04Z,,0,2
"['speed', 'come', 'to', 'somali']",@Bigman-47,0,2024-09-18T14:05:21Z,,0,2
"['speed', 'your', 'fans', 'just', 'be', 'matching', 'your', 'energy', 'from', 'what', 'they', 'see', 'on', 'the', 'internet', 'facts', 'dont', 'get', 'mad', 'be', 'very', 'appreciative', 'that', 'you', 'are', 'even', 'in', 'that', 'position', 'facts', 'enjoy', 'every', 'moment', 'hood', 'a', 'bad', 'with', 'your', 'fans', 'understand', 'some', 'people', 'lives', 'is', 'pure', 'shit', 'poor', 'have', 'nothing', 'going', 'for', 'they', 'self', 'but', 'then', 'they', 'watch', 'you', 'and', 'you', 'bring', 'light', 'to', 'they', 'life', 'so', 'just', 'be', 'thankful', 'please']",@hellcatbigrude8890,1,2024-09-21T09:34:35Z,,0,2
"['indonesia', 'datang', 'orang', 'gila']",@dionnesia9337,0,2024-09-18T13:25:01Z,,0,2
"['million', 'views', 'in', 'live', 'streaming', 'thats', 'fckin', 'crazyyyyy']",@juanalghifari6312,0,2024-09-18T13:26:00Z,,0,2
"['phyccopath', 'laughing']",@RARACHAN-12,0,2024-09-22T11:53:51Z,,0,2
"['lets', 'go', 'to', 'makassar', 'bro']",@Zarr-Dumb222,0,2024-09-18T15:11:05Z,,0,2
['aura'],@LukMan-uf2wn,0,2024-09-18T13:38:45Z,,0,2
['siuu'],@bintangxd2021,1,2024-09-19T09:44:57Z,,0,2
"['my', 'favorite', 'moments']",@nuttybangerz,0,2024-09-18T22:59:40Z,,0,2
"['w', 'stream', 'ur', 'the', 'best', 'speed']",@roffa6723,0,2024-09-18T13:19:51Z,,0,2
"['bro', 'got', 'stream', 'snipe']",@panha63837,0,2024-09-24T13:25:18Z,,0,2
"['rare', 'moment']",@Nixkft,4,2024-09-19T23:58:13Z,,0,2
"['thank', 'you', 'speed']",@8vltn,0,2024-09-19T01:41:34Z,,0,2
"['malaysia', 'kocak']",@Clip_Foot,0,2024-09-18T18:13:39Z,,0,2
"['selamat', 'indonesia', 'om', 'speed', 'siuuuuuu']",@arthurchannel7560,6,2024-09-18T15:07:49Z,,0,2
"['nice', 'country']",@NunaAng,0,2024-09-18T14:41:39Z,,0,2
"['lahir', 'msh', 'wkwk']",@vikriash3784,1,2024-09-18T15:08:52Z,"eh hoax ya yg ada di wikipedia  lainnya  di menit  dia bilang umur ,  minggu lg",0,1
"['aje', 'nih', 'main', 'timnas', 'portugal', 'ac', 'mil', 'rafael', 'leao']",@johnnydown18,0,2024-09-18T15:34:06Z,,0,2
"['king', 'indo']",@nepisuryani1509,2,2024-11-05T23:52:44Z,,0,2
"['speed', 'aura', 'has', 'came', 'now']",@ZAYAN_KHAN-z1,1,2024-09-18T14:12:22Z,,0,2
"['woy', 'mobil', 'gua', 'anj']",@AgusGand1,1,2024-09-19T18:02:05Z,,0,2
['siuuu'],@palllztumru6028,1,2024-09-18T13:20:06Z,,0,2
['iseetidss'],@fahrizalbuds,0,2024-09-18T19:30:53Z,,0,2
"['norak', 'lu', 'jakarta', 'kasi', 'speednya', 'gbik']",@Rejugiovanco,0,2024-09-18T13:47:22Z,,0,2
"['i', 'like', 'the', 'v']",@ricardovelazquez8562,0,2024-09-19T03:40:25Z,,0,2
"['ishowspeed', 'come', 'to', 'jawa', 'island', 'and', 'come', 'to', 'south', 'tangerang', 'if', 'you', 'can']",@Mr_gemingSKP01,2,2024-09-19T13:26:04Z,,0,2
"['pria', 'hitam', 'teror', 'jakarta']",@brigth9352,0,2024-09-18T13:20:34Z,,0,2
['w'],@hunchotv8434,0,2024-09-20T10:50:29Z,,0,2
"['jersey', 'marselino']",@iyainikai,0,2024-09-18T14:25:22Z,,0,2
['w'],@regaresmana3014,1,2024-09-19T08:07:04Z,,0,2
['lmfaooo'],@ラッセル9728,9,2024-09-18T17:09:30Z,,0,2
"['w', 'stream']",@Gamedaimcom,0,2024-09-18T13:22:13Z,,0,2
"['bro', 'needs', 'a', 'beating', 'to', 'be', 'convinced']",@nerf2564,0,2024-09-19T03:12:18Z,,0,2
['speed'],@Reyhan.Ramandha,1,2024-09-19T06:41:50Z,,0,2
"['lupa', 'main', 'dewi', 'situs', 'percaya']",@RobertoGeraldar,0,2024-09-18T14:38:57Z,,0,2
"['gokilll', 'h', 'jt', 'views']",@juliksanrifaenal2980,1,2024-09-19T04:50:45Z,,1,2
['letsgoo'],@mukaromrom7706,0,2024-09-18T13:22:49Z,,0,2
"['whos', 'in', 'indonesia', 'like', 'and', 'comment']",@YulierGafur,0,2024-09-19T12:45:40Z,,0,2
"['the', 'reason', 'why', 'i', 'loved', 'him', 'w', 'speed']",@G_IKomangAntaYuda_A,21,2024-09-18T15:00:16Z,"fomo people eleinafan fomo fomo bapak lo fomo wibu gikomangantayudaa lah ngawur njing,jadi org jan baperan lah,gw bukan ngatain lu tlol gikomangantayudaa arti wibu aj g tau eleinafan bapak lo aja tanya kalo lo gatau gikomangantayudaa jadi org kok baperan bgt sih",0,0
"['info', 'bonus', 'depo', 'sikat']",@JamesJamesen,0,2024-09-18T13:52:29Z,,0,2
"['ishowspeed', 'come', 'to', 'portugal']",@Babikral-b5c,0,2024-09-21T11:20:47Z,,0,2
['bal'],@ahmadlutvi-uk1to,0,2024-09-19T05:26:00Z,,0,2
"['menit', 'pegawai', 'tau', 'bang', 'reza', 'speed']",@radityaf.m1730,117,2024-09-19T03:17:35Z,,0,2
"['appreciate', 'speed']",@DARKITCH,0,2024-09-18T13:20:08Z,,0,2
"['bikin', 'malu', 'anj', 'ishowspeed', 'kecewa', 'loh']",@marfagrape,0,2024-09-18T15:19:26Z,gak anjir ending nya,0,0
['edannnnn'],@Wagner321,0,2024-09-20T08:53:00Z,,0,2
"['nihh', 'cewek', 'gk', 'nyanyi']",@iceloves9436,1,2024-09-22T11:50:33Z,,0,2
"['big', 'w', 'for', 'indonesia']",@WhenImAwesome,0,2024-09-24T02:08:55Z,,0,2
"['minggir', 'lu', 'miskin']",@hanifmahdar3767,0,2024-09-22T14:49:31Z,,0,2
